RS,RA,W,OBP,SLG,BA,G,Playoffs
0.5416666666666666,0.44171779141104306,0.5,0.5124999999999993,0.6086956521739129,0.49264705882352944,0.571428571428573,0
0.4725609756097561,0.26175869120654394,0.703125,0.4125000000000001,0.451086956521739,0.3161764705882355,0.571428571428573,1
0.4969512195121951,0.4764826175869121,0.6875,0.2999999999999998,0.6032608695652175,0.3161764705882355,0.571428571428573,1
0.5416666666666666,0.6830265848670758,0.3125,0.3500000000000001,0.5923913043478259,0.5073529411764706,0.571428571428573,0
0.2957317073170732,0.5869120654396729,0.1875,0.1875,0.3913043478260867,0.2132352941176472,0.571428571428573,0
0.5701219512195123,0.4171779141104295,0.5625,0.38749999999999973,0.6304347826086956,0.43382352941176494,0.571428571428573,0
0.4095528455284553,0.23721881390593058,0.75,0.3500000000000001,0.5706521739130437,0.375,0.571428571428573,1
0.4054878048780489,0.7627811860940696,0.296875,0.46249999999999947,0.40760869565217406,0.375,0.571428571428573,0
0.5904471544715447,0.8548057259713702,0.234375,0.5374999999999996,0.7065217391304344,0.7132352941176459,0.571428571428573,0
0.5254065040650407,0.4049079754601228,0.609375,0.5999999999999996,0.6304347826086956,0.625,0.571428571428573,1
0.2347560975609756,0.6584867075664622,0.09375,0.1875,0.3532608695652175,0.1544117647058827,0.571428571428573,0
0.423780487804878,0.5603271983640083,0.359375,0.375,0.5108695652173914,0.5808823529411766,0.571428571428573,0
0.608739837398374,0.46421267893660545,0.625,0.5625,0.6902173913043474,0.7132352941176459,0.571428571428573,0
0.3445121951219513,0.2556237218813906,0.578125,0.375,0.36956521739130443,0.3897058823529411,0.571428571428573,0
0.28760162601626027,0.5153374233128836,0.3125,0.26249999999999973,0.4130434782608694,0.2720588235294117,0.571428571428573,0
0.6270325203252033,0.5337423312883436,0.53125,0.47499999999999964,0.7119565217391306,0.49264705882352944,0.571428571428573,0
0.4745934959349595,0.7361963190184051,0.265625,0.47499999999999964,0.4565217391304348,0.5073529411764706,0.571428571428573,0
0.37093495934959353,0.48466257668711665,0.390625,0.3624999999999998,0.4347826086956521,0.34558823529411775,0.571428571428573,0
0.6839430894308943,0.40081799591002043,0.71875,0.625,0.7989130434782601,0.5808823529411766,0.571428571428573,1
0.4989837398373985,0.2903885480572599,0.703125,0.28749999999999964,0.5326086956521736,0.18382352941176539,0.571428571428573,1
0.4400406504065041,0.425357873210634,0.5,0.375,0.5108695652173914,0.43382352941176494,0.571428571428573,0
0.3729674796747967,0.41308793456032733,0.46875,0.2124999999999999,0.48369565217391286,0.25735294117647056,0.571428571428573,0
0.3729674796747967,0.48670756646216784,0.421875,0.3999999999999999,0.40217391304347827,0.3161764705882355,0.571428571428573,0
0.30792682926829273,0.36605316973415136,0.40625,0.11250000000000071,0.34239130434782594,0.125,0.571428571428573,0
0.5091463414634146,0.3619631901840492,0.703125,0.5,0.49456521739130443,0.6397058823529402,0.571428571428573,1
0.6046747967479676,0.359918200408998,0.609375,0.6374999999999993,0.6249999999999998,0.6691176470588234,0.571428571428573,1
0.4664634146341463,0.2147239263803682,0.640625,0.375,0.4782608695652171,0.2132352941176472,0.571428571428573,0
0.6920731707317075,0.4805725971370145,0.6875,0.5874999999999995,0.7608695652173909,0.6985294117647056,0.571428571428573,1
0.5050813008130083,0.638036809815951,0.375,0.2749999999999999,0.548913043478261,0.2867647058823528,0.571428571428573,0
0.5355691056910569,0.24948875255623726,0.765625,0.4375,0.6630434782608694,0.5220588235294117,0.571428571428573,1
0.5355691056910569,0.38854805725971375,0.703125,0.4375,0.5815217391304344,0.3602941176470589,0.571428571428573,1
0.35264227642276424,0.27198364008179965,0.625,0.26249999999999973,0.4402173913043479,0.25735294117647056,0.571428571428573,0
0.4888211382113822,0.7934560327198366,0.3125,0.3624999999999998,0.5815217391304344,0.4632352941176472,0.571428571428573,0
0.8282520325203252,0.5419222903885481,0.640625,0.7749999999999995,0.8423913043478259,0.8014705882352944,0.571428571428573,0
0.37906504065040647,0.5807770961145196,0.34375,0.3374999999999999,0.5163043478260871,0.44852941176470607,0.571428571428573,0
0.37906504065040647,0.4785276073619633,0.46875,0.3999999999999999,0.44565217391304324,0.3897058823529411,0.571428571428573,0
0.54369918699187,0.507157464212679,0.46875,0.4874999999999998,0.5543478260869563,0.44852941176470607,0.571428571428573,0
0.48069105691056924,0.5889570552147241,0.484375,0.375,0.48913043478260865,0.3602941176470589,0.571428571428573,0
0.54369918699187,0.6175869120654398,0.375,0.5249999999999995,0.5652173913043474,0.4779411764705883,0.571428571428573,0
0.6493902439024392,0.4887525562372188,0.71875,0.6624999999999996,0.6956521739130432,0.7573529411764701,0.571428571428573,1
0.32012195121951226,0.4703476482617588,0.359375,0.38749999999999973,0.44565217391304324,0.3161764705882355,0.571428571428573,0
0.2997967479674798,0.6625766871165646,0.109375,0.2999999999999998,0.36956521739130443,0.4779411764705883,0.571428571428573,0
0.5335365853658537,0.5930470347648262,0.34375,0.5249999999999995,0.5923913043478259,0.7279411764705879,0.571428571428573,0
0.4054878048780489,0.3292433537832311,0.578125,0.32499999999999973,0.5217391304347825,0.40441176470588225,0.571428571428573,0
0.358739837398374,0.2862985685071575,0.515625,0.4375,0.3749999999999998,0.4632352941176472,0.4285714285714306,0
0.5152439024390244,0.3394683026584868,0.734375,0.47499999999999964,0.6467391304347825,0.5220588235294117,0.571428571428573,1
0.30792682926829273,0.6789366053169734,0.21875,0.23749999999999982,0.2934782608695652,0.3161764705882355,0.571428571428573,0
0.5091463414634146,0.5521472392638038,0.4375,0.5999999999999996,0.4619565217391306,0.5661764705882355,0.571428571428573,0
0.8119918699186993,0.37832310838445826,0.75,0.6999999999999993,0.7499999999999998,0.5514705882352944,0.571428571428573,1
0.3607723577235772,0.4233128834355828,0.390625,0.2999999999999998,0.34239130434782594,0.2720588235294117,0.571428571428573,0
0.4989837398373985,0.1165644171779141,0.828125,0.4499999999999993,0.48369565217391286,0.40441176470588225,0.571428571428573,1
0.28963414634146345,0.49079754601227,0.359375,0.2749999999999999,0.3369565217391304,0.2720588235294117,0.571428571428573,0
0.25508130081300806,0.2842535787321063,0.34375,0.22499999999999964,0.23369565217391308,0.16911764705882337,0.571428571428573,0
0.17987804878048774,0.4151329243353783,0.28125,0.0625,0.2282608695652173,0.11029411764705932,0.571428571428573,0
0.20833333333333337,0.21676891615541938,0.578125,0.19999999999999973,0.3369565217391304,0.24264705882352944,0.571428571428573,0
0.5985772357723579,0.4498977505112476,0.640625,0.6749999999999998,0.6467391304347825,0.6985294117647056,0.571428571428573,1
0.486788617886179,0.2903885480572599,0.65625,0.4375,0.5217391304347825,0.2720588235294117,0.571428571428573,1
0.7876016260162603,0.41922290388548067,0.734375,0.6624999999999996,0.8369565217391302,0.8455882352941178,0.571428571428573,1
0.5599593495934959,0.591002044989775,0.5,0.375,0.5815217391304344,0.34558823529411775,0.571428571428573,0
0.3180894308943091,0.3496932515337423,0.484375,0.2749999999999999,0.41847826086956474,0.24264705882352944,0.4285714285714306,0
0.4989837398373985,0.7443762781186096,0.25,0.47499999999999964,0.5978260869565217,0.3602941176470589,0.571428571428573,0
0.5497967479674798,0.3210633946830266,0.65625,0.6499999999999995,0.5163043478260871,0.4779411764705883,0.571428571428573,1
0.2957317073170732,0.6400817995910022,0.265625,0.3624999999999998,0.4347826086956521,0.49264705882352944,0.571428571428573,0
0.71239837398374,0.556237218813906,0.625,0.6499999999999995,0.7880434782608694,0.625,0.571428571428573,0
0.44207317073170727,0.6032719836400819,0.40625,0.4125000000000001,0.5163043478260871,0.4632352941176472,0.571428571428573,0
0.5782520325203252,0.47443762781186094,0.609375,0.5625,0.619565217391304,0.625,0.571428571428573,0
0.6554878048780489,0.4355828220858897,0.65625,0.6374999999999993,0.7065217391304344,0.6838235294117649,0.571428571428573,1
0.3628048780487806,0.572597137014315,0.3125,0.4375,0.3913043478260867,0.3308823529411766,0.571428571428573,0
0.6148373983739838,0.5010224948875257,0.53125,0.6124999999999998,0.6467391304347825,0.5514705882352944,0.571428571428573,0
0.576219512195122,0.5541922290388548,0.5,0.5999999999999996,0.5923913043478259,0.625,0.571428571428573,0
0.511178861788618,0.5010224948875257,0.484375,0.4249999999999998,0.5271739130434778,0.4191176470588234,0.571428571428573,0
0.29166666666666663,0.5255623721881391,0.421875,0.19999999999999973,0.30434782608695676,0.3161764705882355,0.571428571428573,0
0.423780487804878,0.7627811860940696,0.28125,0.5499999999999998,0.5054347826086951,0.7132352941176459,0.571428571428573,0
0.4339430894308943,0.4703476482617588,0.484375,0.2999999999999998,0.4565217391304348,0.3308823529411766,0.571428571428573,0
0.4054878048780489,0.4498977505112476,0.484375,0.4375,0.3967391304347825,0.3897058823529411,0.571428571428573,0
0.5741869918699188,0.6789366053169734,0.4375,0.5999999999999996,0.6413043478260867,0.5367647058823528,0.571428571428573,0
