timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
0.5,1.0,0.5881537969662164,0.3250434209738276,1.0,0.36363636363636365,0.243,0.5692364515482513,0.043478260869565216,0.0,0.6143942707194401,0.558477444075024,0.5941127748099444,0.5474154597320544,0.7457142884799298,0.5244075077396287,0.26576802029165,0.40493793696489333,0.6025203731966482,0.29198282509972695,0.5127364323975881,0.642422803777217,0.5412703060548965,0.2627489598119891,0.4092555901998184,0.0,0.7624481962089819,0.6372427128798606,0.5240932688918497,0.7062379851224472,0.5495288043609995,0.3338255733148019,0.5279883415510807,1
0.5,0.971,0.6758280145413209,0.7445499191471521,0.335,0.18181818181818182,0.091,0.9947000780598523,1.0,0.0,0.5437076317515848,0.8544328858967967,0.37499999999999994,0.42346282943042013,0.24947971316950035,0.7050236245522685,0.809948168067797,0.721122929674356,0.17583796469605772,0.7265217653461795,0.35278393783654055,0.5725581627255621,0.10698808371950896,0.629747194591546,0.6065683528177986,0.9029744241022029,0.291859161627828,0.5482175663183516,0.3617389641967417,0.6485396110123008,0.7247138189746344,0.6354917032492078,0.12127897331920198,0
0.5,0.785,0.296285331975512,0.5563948613523386,0.8420000000000001,0.36363636363636365,0.408,0.3653562027567757,0.39130434782608703,0.0,0.4543789634813029,0.36007290011045895,0.9959163755907128,0.7509332233689414,0.5512944736342832,0.5505300037009533,0.15122241921938223,0.5806585785321718,0.5594587784720821,0.7070323367532925,0.2802470563093598,0.3451100387606981,0.3951278199317616,0.6214152144192844,0.3725084284095468,0.20852718539382376,0.6410269040016308,0.46445810271592225,0.40933166852861924,0.7562288630274749,0.3628212799018189,0.7420189325242802,0.6723134878577027,0
0.5,0.807,0.1885753531717369,0.6970788165538717,0.898,0.8181818181818182,0.187,0.2702793363920483,0.2608695652173913,0.007594657246936747,0.03627268751366586,0.3465451297547593,0.8472140178754879,0.28822719438605726,0.2340695432317218,0.6586713817185692,0.26542445347426635,0.8030012711705987,0.5407701500273563,0.5239688025277865,0.6508630505078105,0.6430471371712495,0.15669017670723628,0.6556440784798502,0.604766538334307,0.6663282114475404,0.349634825735444,0.185961981769035,0.7718448864009751,0.8024450809439885,0.6276144755995036,0.9034623468194378,0.4621849223538089,1
0.5,1.0,0.20216935665312807,0.28845750733664727,0.345,0.6363636363636364,0.59,0.48844482208053075,0.5652173913043478,1.0,0.12931882790290716,0.6684873330376745,0.44105390897883706,0.667686613823429,0.4365041952058109,0.7669246676136204,0.1740993035349208,0.6772208098104462,0.3414497365162554,0.6742988978486945,0.6298009045652165,0.49324180779202753,0.3021197229719407,0.5664786209280764,0.4096919671450391,0.6546845136304195,0.35061315306746377,0.6207084683883501,0.36933812064258276,0.6527887996850855,0.5635619762278068,0.6349662706147562,0.3090429780501668,1
0.5,1.0,0.5742755982900923,0.5394082769359765,0.8390000000000001,0.36363636363636365,0.602,0.9121364488084689,1.0,0.548493211171211,0.5138038486770169,0.37647645793334455,0.41518774399013764,0.405063675141603,0.3872342423268582,0.6239255844588735,0.23855625588517226,0.6086897595992075,0.27307066547643033,0.5035654102839953,0.7078310403901329,0.6109459951614165,0.5740859092529411,0.6296075134486749,0.19582503395998008,0.8643716678402574,0.581294585229975,0.6342705273874023,0.4117404577416407,0.46218644483648985,0.9572970580093053,0.3333509889998134,0.6027314409474218,1
0.5,0.7979999999999999,0.3688024724981943,0.3303362879559201,0.59,0.0,0.068,0.8182860824002983,0.3043478260869565,1.0,0.35499125300677825,0.454698427957943,0.5768954181220465,0.45397589147254935,0.7245040093545151,0.1663726420410716,0.23074117118110632,0.4442881444647998,0.44925634232729567,0.5163862892758426,0.4499003296653247,0.4783531906037827,0.31138794113153745,0.5014360967501436,0.32996167625053663,0.6368417412735136,0.5081102656430466,0.47943604535508266,0.43671730779570705,0.5190795581490865,0.7563930665925035,0.6155083137002322,0.5201853217209653,1
0.33333333333333337,0.674,0.6422456156970481,0.7658561418218837,0.35100000000000003,0.5454545454545454,0.475,0.9538379603016977,1.0,0.0144828347499724,0.5487918215613377,0.663526324198209,0.5806066365317444,0.49215629614699596,0.6584028985058329,0.8098940951808471,0.4999066855557722,0.43162317269226447,0.6089476488035246,0.03437201494076714,0.3890331101698774,0.3791015235469073,0.6643644650404851,0.5939748539022546,0.6985523898676088,0.5611702796499346,0.5764573000883213,0.5261953100317113,0.32775783065590525,0.7206176422215491,0.3691489646708519,0.7835111612061223,0.5518735695743668,0
0.5,1.0,0.7257990029485253,0.5253413786907826,1.0,0.8181818181818182,0.486,0.8973796759890048,0.4347826086956522,0.0,0.7012081784386615,0.6670769851610469,0.47819819704129857,0.5161373087791896,0.5662903500586592,0.31983351305205554,0.5566970079995928,0.21340243765655964,0.2922200305237998,0.5192551196245133,0.7582267438805214,0.614085004725857,0.5715906197484342,0.5877590430444901,0.5672662743966386,0.5878401317774872,0.6090682111556495,0.5051559812307657,0.3500104548142926,0.20924108663473784,0.41504509113269383,0.4113692604959406,0.3988391471975179,0
0.5,1.0,0.38462267167166,0.5476058573396416,0.5710000000000001,0.18181818181818182,0.431,0.256399231813355,0.2173913043478261,0.007418037310961475,0.4636726437787013,0.42195742236888867,0.759457828230943,0.4715153490820989,0.6890064118697026,0.22379097526915837,0.762107549138538,0.6018011365760647,0.5822191666426699,0.8491536844688592,0.758552555519354,0.47181503256072055,0.41445867495034894,0.33589299027644637,0.8657269899140619,0.41250565838446873,0.3826397853115021,0.558608514024269,0.6526671724805392,0.03499559173637046,0.5094602714525737,0.49274352107662844,0.39519876196181447,0
