intrate,installment,logannualinc,dti,fico,dayswithcrline,revolbal,revolutil,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,creditpolicy,inqlast6mths,delinq2yrs,pubrec,notfullypaid
0.4143667296786389,0.3156795707899999,0.3279307585835629,0.3791722296395193,0.6582278481012658,0.3546026398522185,0.3720179611692756,0.28732394366197184,0,1,0,0,0,0,1,1.0,0.0,0.0,1
0.7039697542533083,0.17781075357663292,0.6035569147759086,0.2690253671562083,0.45569620253164533,0.10517874912984651,0.051758818765764644,0.23755868544600942,0,0,0,0,0,0,0,5.0,0.0,0.0,1
0.5232514177693761,0.17129053880300663,0.416864988247053,0.7022696929238984,0.3037974683544302,0.27355657034020714,0.30356349830634416,0.5248826291079812,0,1,0,0,0,0,1,3.0,0.0,0.0,1
0.6245746691871457,0.3677738384813521,0.5723099817883006,0.5216955941255007,0.3291139240506329,0.486819005419697,0.02034128543688193,0.2347417840375587,0,1,0,0,0,0,1,1.0,0.0,0.0,0
0.1958412098298677,0.09761211186102949,0.0,0.20026702269692923,0.5822784810126582,0.1980323852561052,0.02821308425320953,0.30798122065727696,0,1,0,0,0,0,1,1.0,0.0,0.0,1
0.42192816635160674,0.5202569301873298,0.375,0.7242990654205607,0.481012658227848,0.5210814003483341,0.4802029484414593,0.23943661971830987,0,1,0,0,0,0,1,0.0,0.0,0.0,1
0.6608695652173913,0.21507715353279008,0.6446550202415038,0.5013351134846461,0.25316455696202533,0.5769722189338075,0.8387297145892413,0.8563380281690142,0,1,0,0,0,0,1,1.0,0.0,0.0,0
0.15122873345935733,0.33439708389015127,0.4853365197322632,0.07009345794392523,0.8860759493670884,0.5047536516785562,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0,0.0,0
0.22230623818525513,0.23214212944031543,0.4384620562973276,0.507343124165554,0.5316455696202529,0.3456833149447704,0.13384380052304504,0.29577464788732394,0,0,0,0,0,0,1,1.0,0.0,0.0,1
0.8431001890359169,0.6247377510598863,0.5484498281902455,0.6385180240320426,0.25316455696202533,0.4116955012845468,1.0,0.9230046948356807,0,1,0,0,0,0,1,3.0,0.0,0.0,1
